,id,host_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,host_acceptance_rate,host_identity_verified,review_scores_cleanliness,review_scores_value,host_identity_verified_new,host_behavior,number_of_bookings,month,monthly_bookings,Region
10729,40247105,65303311,Brimbank,-37.78043,144.77234,Private room in house,Private room,2,65.0,1.0,f,9.0,9.0,f,Average,274,1,31,West
10730,40384353,312163230,Brimbank,-37.7812,144.81764,Entire house,Entire home/apt,6,132.0,0.9,t,9.0,9.0,t,Good,276,1,31,West
10731,40603231,310526038,Brimbank,-37.77432,144.79768,Entire house,Entire home/apt,7,130.0,1.0,t,10.0,10.0,t,Good,185,3,31,West
10732,40960284,282364028,Brimbank,-37.70929,144.78463,Entire house,Entire home/apt,9,170.0,1.0,t,8.0,8.0,t,Good,291,1,31,West
10733,40971274,264466527,Brimbank,-37.70841,144.87183,Private room in house,Private room,2,54.0,1.0,t,9.0,9.0,t,Good,256,3,31,West
10734,41225056,323563078,Brimbank,-37.72501,144.8531,Private room in townhouse,Private room,2,55.0,1.0,t,10.0,10.0,t,Good,365,1,31,West
10735,41279854,324212485,Brimbank,-37.80331,144.81129,Entire house,Entire home/apt,5,75.0,0.75,t,10.0,9.0,t,Good,365,1,31,West
10736,41324241,124367721,Brimbank,-37.72889,144.8224,Entire house,Entire home/apt,6,150.0,0.95,f,10.0,10.0,f,Average,284,1,31,West
10737,41465849,82383519,Brimbank,-37.71527,144.76701,Private room in house,Private room,2,60.0,0.75,t,10.0,10.0,t,Good,274,1,31,West
10738,41692667,63012468,Brimbank,-37.72673,144.8163,Entire apartment,Entire home/apt,4,69.0,0.92,t,10.0,10.0,t,Good,110,7,31,West
10739,41727398,136560215,Brimbank,-37.78672,144.82504,Entire house,Entire home/apt,9,160.0,0.93,t,10.0,9.0,t,Good,365,1,31,West
10740,41797086,267314470,Brimbank,-37.7734,144.77617,Entire house,Entire home/apt,4,83.0,1.0,t,10.0,10.0,t,Good,296,1,31,West
10741,41863452,94435104,Brimbank,-37.73511,144.78402,Entire house,Entire home/apt,6,180.0,1.0,t,10.0,10.0,t,Good,326,3,31,West
10742,41961960,269186979,Brimbank,-37.74313,144.76881,Private room in house,Private room,2,41.0,0.63,t,10.0,9.0,t,Good,288,1,31,West
10743,42006213,50038799,Brimbank,-37.76876,144.83211,Entire guesthouse,Entire home/apt,2,99.0,0.92,t,10.0,10.0,t,Good,274,1,31,West
10744,42179947,241557682,Brimbank,-37.80267,144.83131,Private room in house,Private room,2,21.0,0.94,f,7.0,9.0,f,Average,184,3,31,West
10745,42206423,42478351,Brimbank,-37.69669,144.75631,Private room in house,Private room,1,24.0,0.98,t,10.0,10.0,t,Good,133,10,31,West
10746,42629416,339608967,Brimbank,-37.74824,144.78251,Entire guesthouse,Entire home/apt,4,109.0,1.0,t,10.0,10.0,t,Good,275,1,31,West
10747,43731121,91052152,Brimbank,-37.73688,144.80703,Private room in apartment,Private room,2,80.0,1.0,t,10.0,10.0,t,Good,187,3,31,West
10748,334678,1704562,Maribyrnong,-37.80089,144.89165,Private room in house,Private room,2,75.0,1.0,f,10.0,10.0,f,Average,15,8,11,West
10749,806245,2792025,Maribyrnong,-37.8027,144.89799,Entire townhouse,Entire home/apt,5,145.0,0.97,t,10.0,10.0,t,Good,111,3,31,West
10750,867464,4542615,Maribyrnong,-37.80793,144.89823,Tiny house,Entire home/apt,2,90.0,0.57,t,9.0,10.0,t,Good,6,8,2,West
10751,1253219,4542615,Maribyrnong,-37.80777,144.89751,Entire house,Entire home/apt,4,85.0,0.57,t,10.0,10.0,t,Good,19,2,15,West
10752,1320949,6689746,Maribyrnong,-37.79919,144.87765,Private room in apartment,Private room,1,45.0,0.0,t,9.0,9.0,t,Average,277,1,31,West
10753,2057845,5857673,Maribyrnong,-37.76616,144.88986,Entire apartment,Entire home/apt,4,100.0,1.0,f,10.0,9.0,f,Average,1,8,1,West
10754,2084948,10648236,Maribyrnong,-37.78006,144.88878,Private room in house,Private room,2,45.0,1.0,t,9.0,10.0,t,Good,102,10,31,West
10755,2178434,11111107,Maribyrnong,-37.80712,144.90046,Entire house,Entire home/apt,16,285.0,1.0,t,10.0,10.0,t,Good,35,10,8,West
10756,2281045,11614447,Maribyrnong,-37.79513,144.85244,Private room in house,Private room,2,58.0,1.0,t,10.0,10.0,t,Good,166,7,31,West
10757,2951233,11471650,Maribyrnong,-37.80047,144.88397,Entire apartment,Entire home/apt,6,120.0,0.0,f,9.0,10.0,f,Bad,48,9,30,West
10758,3116412,15835817,Maribyrnong,-37.7988,144.89048,Entire townhouse,Entire home/apt,2,90.0,1.0,t,10.0,10.0,t,Good,316,1,31,West
10759,3425683,17268299,Maribyrnong,-37.77908,144.88472,Private room in house,Private room,2,45.0,0.88,t,9.0,10.0,t,Good,186,3,31,West
10760,3878603,16987570,Maribyrnong,-37.80126,144.88979,Entire apartment,Entire home/apt,4,139.0,0.75,t,10.0,10.0,t,Good,336,1,31,West
10761,4107844,1725482,Maribyrnong,-37.80467,144.90293,Entire apartment,Entire home/apt,6,90.0,0.93,t,10.0,9.0,t,Good,276,1,31,West
10762,4567157,11281861,Maribyrnong,-37.81675,144.88088,Private room in house,Private room,2,39.0,0.67,t,9.0,10.0,t,Good,2,8,2,West
10763,4575077,11281861,Maribyrnong,-37.81682,144.88139,Private room in house,Private room,2,39.0,0.67,t,8.0,10.0,t,Good,97,7,31,West
10764,4918664,19203020,Maribyrnong,-37.81639,144.89443,Entire house,Entire home/apt,4,115.0,0.58,t,8.0,6.0,t,Good,1,8,1,West
10765,4942262,12401515,Maribyrnong,-37.79455,144.8739,Private room in house,Private room,1,34.0,0.96,t,10.0,10.0,t,Good,43,9,30,West
10766,4943537,20239082,Maribyrnong,-37.80159,144.89309,Private room in house,Private room,2,65.0,1.0,t,9.0,10.0,t,Good,365,1,31,West
10767,5096213,2932791,Maribyrnong,-37.80281,144.89689,Entire apartment,Entire home/apt,4,125.0,0.57,t,10.0,10.0,t,Good,207,3,31,West
10768,5154743,12401515,Maribyrnong,-37.79442,144.87352,Private room in house,Private room,2,35.0,0.96,t,10.0,10.0,t,Good,43,9,30,West
10769,5221904,19332057,Maribyrnong,-37.79475,144.89439,Private room in house,Private room,1,73.0,0.0,t,10.0,9.0,t,Average,72,10,31,West
10770,5423271,28124403,Maribyrnong,-37.82396,144.87273,Private room in house,Private room,2,203.0,0.0,f,10.0,10.0,f,Bad,1,8,1,West
10771,5560763,2932791,Maribyrnong,-37.80284,144.89806,Private room in apartment,Private room,2,40.0,0.57,t,10.0,10.0,t,Good,365,1,31,West
10772,6425313,11111107,Maribyrnong,-37.79967,144.90451,Entire house,Entire home/apt,13,285.0,1.0,t,10.0,10.0,t,Good,31,10,10,West
10773,6494103,32727982,Maribyrnong,-37.80235,144.85953,Private room in house,Private room,2,40.0,0.84,t,9.0,10.0,t,Good,2,8,2,West
10774,6601552,34537295,Maribyrnong,-37.77204,144.87931,Private room in townhouse,Private room,2,76.0,0.88,t,10.0,10.0,t,Good,0,1,0,West
10775,6747677,32727982,Maribyrnong,-37.80376,144.8596,Private room in house,Private room,2,45.0,0.84,t,10.0,9.0,t,Good,11,8,11,West
10776,6750819,19332057,Maribyrnong,-37.79464,144.89575,Private room in house,Private room,2,89.0,0.0,t,10.0,10.0,t,Average,72,10,31,West
10777,6888926,29138072,Maribyrnong,-37.81413,144.86606,Private room in townhouse,Private room,2,69.0,0.67,t,10.0,9.0,t,Good,2,8,2,West
10778,6999231,36496747,Maribyrnong,-37.79416,144.89592,Private room in house,Private room,1,45.0,0.2,t,8.0,10.0,t,Average,1,8,1,West
10779,7373971,38632342,Maribyrnong,-37.82249,144.88121,Entire house,Entire home/apt,6,99.0,0.91,t,10.0,10.0,t,Good,135,10,31,West
10780,7387746,27723583,Maribyrnong,-37.79832,144.89707,Entire apartment,Entire home/apt,4,93.0,1.0,t,10.0,10.0,t,Good,365,1,31,West
10781,8328368,32022135,Maribyrnong,-37.80744,144.88465,Entire house,Entire home/apt,6,171.0,0.91,t,10.0,10.0,t,Good,133,10,31,West
10782,8361075,19332057,Maribyrnong,-37.79651,144.89609,Private room in apartment,Private room,2,93.0,0.0,t,10.0,8.0,t,Average,365,1,31,West
10783,8371994,44125237,Maribyrnong,-37.81689,144.89492,Entire apartment,Entire home/apt,2,100.0,0.0,f,10.0,10.0,f,Bad,278,1,31,West
10784,8488905,44708295,Maribyrnong,-37.82221,144.88102,Entire townhouse,Entire home/apt,4,174.0,0.83,f,8.0,6.0,f,Average,2,8,2,West
10785,8955547,19203020,Maribyrnong,-37.81698,144.89354,Entire house,Entire home/apt,5,304.0,0.58,t,9.0,9.0,t,Good,0,1,0,West
10786,9267153,349701,Maribyrnong,-37.79619,144.86779,Entire apartment,Entire home/apt,4,83.0,1.0,t,9.0,10.0,t,Good,365,1,31,West
10787,9394181,42964821,Maribyrnong,-37.81985,144.89268,Private room in house,Private room,1,49.0,0.92,f,10.0,10.0,f,Average,241,5,31,West
10788,10287100,52916537,Maribyrnong,-37.8146,144.89083,Entire apartment,Entire home/apt,2,100.0,1.0,f,10.0,10.0,f,Average,365,1,31,West
10789,10369368,11641234,Maribyrnong,-37.8147,144.88532,Private room in house,Private room,2,75.0,1.0,t,10.0,10.0,t,Good,326,1,31,West
10790,10540365,51822946,Maribyrnong,-37.81511,144.8711,Entire guest suite,Entire home/apt,2,45.0,0.98,f,9.0,10.0,f,Average,209,3,31,West
10791,10692177,17836321,Maribyrnong,-37.77,144.8826,Entire apartment,Entire home/apt,2,179.0,1.0,t,10.0,10.0,t,Good,21,8,11,West
10792,11514942,29007806,Maribyrnong,-37.79236,144.86462,Entire house,Entire home/apt,7,139.0,0.91,t,10.0,10.0,t,Good,0,1,0,West
10793,11681388,62052871,Maribyrnong,-37.79451,144.88902,Entire house,Entire home/apt,10,369.0,1.0,t,10.0,10.0,t,Good,39,9,13,West
10794,11927714,41665353,Maribyrnong,-37.78532,144.88417,Private room in house,Private room,1,42.71,0.82,f,10.0,10.0,f,Average,2,8,2,West
10795,12073784,64702430,Maribyrnong,-37.81621,144.87403,Private room in guesthouse,Private room,2,70.0,1.0,t,10.0,10.0,t,Good,286,1,31,West
10796,12164253,65335423,Maribyrnong,-37.80649,144.88524,Entire apartment,Entire home/apt,4,126.0,0.85,f,10.0,10.0,f,Average,1,8,1,West
10797,12192681,20244792,Maribyrnong,-37.79775,144.89977,Entire guesthouse,Entire home/apt,1,45.0,1.0,t,9.0,10.0,t,Good,365,1,31,West
10798,13662246,5593466,Maribyrnong,-37.79693,144.8899,Entire house,Entire home/apt,4,110.0,0.94,t,9.0,10.0,t,Good,291,1,31,West
10799,13819262,2130669,Maribyrnong,-37.81697,144.89448,Entire cottage,Entire home/apt,7,153.0,0.93,t,10.0,10.0,t,Good,100,10,31,West
10800,14760586,2709442,Maribyrnong,-37.7914,144.89209,Private room in apartment,Private room,2,51.0,1.0,t,9.0,9.0,t,Good,185,3,31,West
10801,14890086,10820683,Maribyrnong,-37.80995,144.87685,Entire apartment,Entire home/apt,2,69.0,0.9,f,9.0,10.0,f,Average,285,1,31,West
10802,15062736,34477758,Maribyrnong,-37.78463,144.88716,Entire house,Entire home/apt,5,167.0,1.0,t,10.0,10.0,t,Good,203,3,31,West
10803,15092216,59363666,Maribyrnong,-37.77646,144.89057,Entire condominium,Entire home/apt,4,117.0,0.92,t,10.0,10.0,t,Good,100,12,31,West
10804,15100139,8888070,Maribyrnong,-37.80747,144.89941,Entire house,Entire home/apt,6,225.0,0.0,t,10.0,10.0,t,Average,225,3,31,West
10805,15182323,96370080,Maribyrnong,-37.805,144.90519,Entire guest suite,Entire home/apt,3,115.0,0.98,t,10.0,10.0,t,Good,278,1,31,West
10806,15669830,17095233,Maribyrnong,-37.82044,144.8895,Entire house,Entire home/apt,6,59.0,1.0,t,10.0,10.0,t,Good,309,1,31,West
10807,15714550,19003686,Maribyrnong,-37.81676,144.89024,Entire apartment,Entire home/apt,6,132.0,0.95,t,9.0,9.0,t,Good,187,3,31,West
10808,15778627,102008153,Maribyrnong,-37.78036,144.89207,Entire apartment,Entire home/apt,6,89.0,0.98,t,9.0,9.0,t,Good,27,9,14,West
10809,15876660,19652684,Maribyrnong,-37.79989,144.89257,Private room in house,Private room,2,62.0,0.33,t,10.0,10.0,t,Average,276,1,31,West
10810,16151281,36991280,Maribyrnong,-37.81354,144.89191,Private room in house,Private room,3,50.0,0.96,t,9.0,9.0,t,Good,2,8,2,West
10811,16216644,48542133,Maribyrnong,-37.81412,144.87608,Entire guest suite,Entire home/apt,2,89.0,1.0,t,10.0,10.0,t,Good,338,1,31,West
10812,16231824,3846223,Maribyrnong,-37.8206,144.88733,Entire house,Entire home/apt,4,121.0,0.97,t,10.0,10.0,t,Good,202,3,31,West
10813,16398892,10340801,Maribyrnong,-37.79638,144.86944,Entire house,Entire home/apt,6,200.0,1.0,t,10.0,10.0,t,Good,276,1,31,West
10814,16725651,12940601,Maribyrnong,-37.81601,144.86474,Entire guesthouse,Entire home/apt,2,83.0,1.0,t,10.0,10.0,t,Good,27,9,19,West
10815,16744349,59301951,Maribyrnong,-37.80409,144.90466,Private room in house,Private room,2,60.0,1.0,t,10.0,10.0,t,Good,42,9,30,West
10816,16828575,32727982,Maribyrnong,-37.80215,144.86083,Entire bungalow,Entire home/apt,2,45.0,0.84,t,10.0,10.0,t,Good,153,7,31,West
10817,16844886,109534738,Maribyrnong,-37.78743,144.89988,Entire apartment,Entire home/apt,2,127.0,0.79,t,9.0,10.0,t,Good,41,9,30,West
10818,16950784,59301951,Maribyrnong,-37.80285,144.90459,Private room in house,Private room,2,52.0,1.0,t,10.0,10.0,t,Good,41,9,30,West
10819,17020657,59301951,Maribyrnong,-37.80429,144.90467,Private room in house,Private room,2,54.0,1.0,t,10.0,10.0,t,Good,26,9,15,West
10820,17261424,112610314,Maribyrnong,-37.78662,144.89954,Entire townhouse,Entire home/apt,6,273.0,0.88,t,10.0,10.0,t,Good,277,1,31,West
10821,17277333,59301951,Maribyrnong,-37.80388,144.90327,Private room in house,Private room,2,59.0,1.0,t,10.0,10.0,t,Good,41,9,30,West
10822,17479620,59301951,Maribyrnong,-37.80437,144.90315,Private room in house,Private room,2,45.0,1.0,t,9.0,10.0,t,Good,3,8,3,West
10823,17515357,2078748,Maribyrnong,-37.81458,144.89145,Entire villa,Entire home/apt,11,600.0,0.97,t,9.0,10.0,t,Good,18,11,6,West
10824,17706829,59301951,Maribyrnong,-37.80406,144.9024,Private room in house,Private room,2,58.0,1.0,t,10.0,10.0,t,Good,32,9,21,West
10825,17855233,349701,Maribyrnong,-37.80353,144.8853,Entire apartment,Entire home/apt,6,82.0,1.0,t,9.0,10.0,t,Good,191,10,31,West
10826,17930560,39802109,Maribyrnong,-37.80844,144.87687,Entire townhouse,Entire home/apt,7,149.0,0.7,t,10.0,9.0,t,Good,365,1,31,West
10827,18125804,123146668,Maribyrnong,-37.79118,144.84705,Entire apartment,Entire home/apt,3,140.0,0.0,t,8.0,9.0,t,Average,365,1,31,West
10828,18280520,126398809,Maribyrnong,-37.81641,144.89023,Entire apartment,Entire home/apt,3,175.0,1.0,t,10.0,10.0,t,Good,35,1,19,West
10829,18676208,59301951,Maribyrnong,-37.80245,144.90461,Private room in house,Private room,2,47.0,1.0,t,9.0,10.0,t,Good,39,9,30,West
10830,18684288,4369157,Maribyrnong,-37.77891,144.87408,Private room in townhouse,Private room,2,46.0,1.0,t,10.0,10.0,t,Good,276,1,31,West
10831,18722225,129474070,Maribyrnong,-37.79472,144.87507,Entire apartment,Entire home/apt,2,68.0,0.73,t,10.0,10.0,t,Good,185,3,31,West
10832,18927157,122979750,Maribyrnong,-37.78532,144.86583,Entire house,Entire home/apt,12,156.0,0.99,t,9.0,10.0,t,Good,1,8,1,West
10833,18963774,32727982,Maribyrnong,-37.80159,144.86071,Private room in camper/rv,Private room,2,45.0,0.84,t,10.0,10.0,t,Good,185,3,31,West
10834,19429450,102592080,Maribyrnong,-37.77239,144.89298,Entire house,Entire home/apt,16,176.0,1.0,t,9.0,10.0,t,Good,22,2,5,West
10835,19466297,59301951,Maribyrnong,-37.80459,144.90266,Private room in house,Private room,2,47.0,1.0,t,9.0,10.0,t,Good,27,9,16,West
10836,19643898,45928773,Maribyrnong,-37.79498,144.89357,Entire townhouse,Entire home/apt,6,240.0,0.94,t,8.0,9.0,t,Good,185,3,31,West
10837,19679715,138595992,Maribyrnong,-37.77494,144.85299,Private room in apartment,Private room,2,38.0,1.0,f,9.0,9.0,f,Average,133,10,31,West
10838,19740844,787760,Maribyrnong,-37.80988,144.86766,Entire apartment,Entire home/apt,5,89.0,1.0,t,9.0,10.0,t,Good,77,12,31,West
10839,20074188,137786023,Maribyrnong,-37.78568,144.8937,Entire apartment,Entire home/apt,4,132.0,0.94,t,10.0,10.0,t,Good,365,1,31,West
10840,20285050,35347617,Maribyrnong,-37.80527,144.88912,Entire house,Entire home/apt,4,140.0,0.97,t,9.0,10.0,t,Good,9,1,6,West
10841,20427326,55642991,Maribyrnong,-37.77551,144.89312,Entire apartment,Entire home/apt,4,127.0,1.0,t,10.0,10.0,t,Good,30,9,30,West
10842,20819153,138595992,Maribyrnong,-37.77431,144.85246,Private room in apartment,Private room,2,45.0,1.0,f,10.0,10.0,f,Average,131,12,31,West
10843,21388364,154927899,Maribyrnong,-37.79403,144.90235,Entire house,Entire home/apt,15,537.0,1.0,t,9.0,9.0,t,Good,6,8,6,West
10844,21519988,28246758,Maribyrnong,-37.81512,144.89166,Private room in house,Private room,2,100.0,0.86,t,10.0,10.0,t,Good,189,3,31,West
10845,21615205,52916537,Maribyrnong,-37.81645,144.89062,Private room in apartment,Private room,2,52.0,1.0,f,10.0,10.0,f,Average,365,1,31,West
10846,21739724,24115774,Maribyrnong,-37.801,144.90338,Entire house,Entire home/apt,2,165.0,1.0,t,10.0,10.0,t,Good,141,5,31,West
10847,21741043,60145749,Maribyrnong,-37.77815,144.88417,Private room in house,Private room,1,33.0,0.77,t,10.0,10.0,t,Good,1,8,1,West
10848,21839437,7233305,Maribyrnong,-37.79563,144.90031,Private room in apartment,Private room,2,28.0,1.0,t,10.0,10.0,t,Good,93,1,31,West
10849,21913143,87589542,Maribyrnong,-37.7742,144.89139,Entire apartment,Entire home/apt,5,150.0,0.97,t,10.0,10.0,t,Good,6,9,6,West
10850,22086225,36991280,Maribyrnong,-37.80187,144.89103,Private room in house,Private room,2,50.0,0.96,t,9.0,9.0,t,Good,102,10,31,West
10851,22572059,148156913,Maribyrnong,-37.78589,144.8957,Entire house,Entire home/apt,10,105.0,1.0,t,8.0,9.0,t,Good,74,7,31,West
10852,22601558,60717440,Maribyrnong,-37.79548,144.9081,Entire townhouse,Entire home/apt,4,130.0,0.9,t,10.0,10.0,t,Good,240,1,31,West
10853,22603253,20508126,Maribyrnong,-37.79591,144.9017,Entire house,Entire home/apt,3,180.0,0.5,t,9.0,10.0,t,Good,277,1,31,West
10854,22710571,1201829,Maribyrnong,-37.8198,144.88988,Private room in house,Private room,2,45.0,0.87,t,9.0,10.0,t,Good,365,1,31,West
10855,22834435,14059214,Maribyrnong,-37.78104,144.89256,Private room in townhouse,Private room,4,65.0,0.5,t,10.0,10.0,t,Good,365,1,31,West
10856,22847132,122979750,Maribyrnong,-37.79794,144.88232,Entire house,Entire home/apt,14,202.0,0.99,t,9.0,9.0,t,Good,10,11,9,West
10857,23172361,36991280,Maribyrnong,-37.80038,144.89108,Private room in house,Private room,4,60.0,0.96,t,10.0,9.0,t,Good,41,9,30,West
10858,23252279,3415205,Maribyrnong,-37.81663,144.88868,Private room in house,Private room,4,72.0,0.5,f,10.0,10.0,f,Average,0,1,0,West
10859,23342644,1538856,Maribyrnong,-37.77675,144.89393,Entire apartment,Entire home/apt,6,55.0,0.72,t,10.0,10.0,t,Good,224,7,31,West
10860,23402819,34477758,Maribyrnong,-37.78464,144.8895,Entire house,Entire home/apt,5,166.0,1.0,t,8.0,8.0,t,Good,365,1,31,West
10861,23685269,33352294,Maribyrnong,-37.80281,144.89523,Private room in apartment,Private room,2,80.0,0.95,t,10.0,10.0,t,Good,72,10,31,West
10862,23757231,15653950,Maribyrnong,-37.78458,144.89905,Entire apartment,Entire home/apt,4,155.0,0.8,f,10.0,10.0,f,Average,115,5,31,West
10863,23776426,178383372,Maribyrnong,-37.77461,144.88145,Entire serviced apartment,Entire home/apt,3,168.0,0.58,t,10.0,9.0,t,Good,0,1,0,West
10864,24084095,136560215,Maribyrnong,-37.7691,144.88864,Private room in house,Private room,2,60.0,0.93,t,10.0,9.0,t,Good,365,1,31,West
10865,24127235,181752856,Maribyrnong,-37.81932,144.88589,Shared room in house,Shared room,1,27.0,0.67,t,10.0,10.0,t,Good,164,1,31,West
10866,24578919,34537295,Maribyrnong,-37.77324,144.88081,Private room in townhouse,Private room,2,66.0,0.88,t,10.0,10.0,t,Good,0,1,0,West
10867,24676858,136560215,Maribyrnong,-37.76971,144.889,Private room in house,Private room,2,50.0,0.93,t,10.0,10.0,t,Good,365,1,31,West
10868,24767229,122979750,Maribyrnong,-37.77985,144.87946,Entire house,Entire home/apt,12,121.0,0.99,t,9.0,9.0,t,Good,0,1,0,West
10869,24833695,3415205,Maribyrnong,-37.81796,144.88958,Private room in house,Private room,2,72.0,0.5,f,10.0,10.0,f,Average,2,8,2,West
10870,25115382,189844977,Maribyrnong,-37.80322,144.88897,Entire house,Entire home/apt,6,102.0,0.98,t,9.0,10.0,t,Good,8,9,4,West
10871,25243018,3415205,Maribyrnong,-37.81592,144.88814,Entire bungalow,Entire home/apt,6,280.0,0.5,f,8.0,9.0,f,Average,188,3,31,West
10872,25473916,59301951,Maribyrnong,-37.80434,144.90394,Private room in house,Private room,2,47.0,1.0,t,9.0,10.0,t,Good,41,9,30,West
10873,26147208,136560215,Maribyrnong,-37.79408,144.89793,Entire house,Entire home/apt,6,120.0,0.93,t,10.0,10.0,t,Good,365,1,31,West
10874,26820375,28539469,Maribyrnong,-37.79013,144.89355,Private room in apartment,Private room,2,50.0,0.89,t,8.0,8.0,t,Good,202,3,31,West
10875,27122840,15316370,Maribyrnong,-37.81431,144.87921,Private room in house,Private room,2,60.0,0.83,t,10.0,10.0,t,Good,365,1,31,West
10876,27124547,204167347,Maribyrnong,-37.80683,144.89085,Entire apartment,Entire home/apt,3,130.0,1.0,t,10.0,10.0,t,Good,56,10,25,West
10877,27527430,38632342,Maribyrnong,-37.79312,144.89323,Entire house,Entire home/apt,6,99.0,0.91,t,10.0,10.0,t,Good,50,9,30,West
10878,27550250,6815177,Maribyrnong,-37.82152,144.88583,Entire apartment,Entire home/apt,4,240.0,0.99,t,10.0,9.0,t,Good,102,10,31,West
10879,27551300,6815177,Maribyrnong,-37.82007,144.88757,Entire apartment,Entire home/apt,4,240.0,0.99,t,9.0,9.0,t,Good,365,1,31,West
10880,27648164,149011301,Maribyrnong,-37.81296,144.88511,Private room in house,Private room,2,57.0,1.0,t,9.0,9.0,t,Good,365,1,31,West
10881,27880359,195707816,Maribyrnong,-37.82055,144.88394,Entire house,Entire home/apt,8,129.0,1.0,t,9.0,9.0,t,Good,85,10,31,West
10882,28040586,171235198,Maribyrnong,-37.79564,144.86445,Entire house,Entire home/apt,6,105.0,0.92,f,9.0,9.0,f,Average,188,3,31,West
10883,28091267,6815177,Maribyrnong,-37.82087,144.8866,Entire apartment,Entire home/apt,4,240.0,0.99,t,10.0,9.0,t,Good,1,8,1,West
10884,28205287,212198774,Maribyrnong,-37.79789,144.86594,Entire apartment,Entire home/apt,5,98.0,0.9,t,10.0,9.0,t,Good,2,8,2,West
10885,28342363,178383372,Maribyrnong,-37.77552,144.8821,Entire serviced apartment,Entire home/apt,2,123.57,0.58,t,10.0,10.0,t,Good,0,1,0,West
10886,28346223,13806062,Maribyrnong,-37.78596,144.89562,Private room in house,Private room,3,67.0,0.93,t,10.0,10.0,t,Good,1,8,1,West
10887,28418899,635136,Maribyrnong,-37.8091,144.87517,Entire apartment,Entire home/apt,2,69.0,0.92,t,10.0,10.0,t,Good,6,8,6,West
10888,28797394,122979750,Maribyrnong,-37.80156,144.89212,Entire house,Entire home/apt,16,210.0,0.99,t,10.0,9.0,t,Good,0,1,0,West
10889,28838660,34537295,Maribyrnong,-37.7736,144.88119,Private room in townhouse,Private room,2,84.0,0.88,t,10.0,10.0,t,Good,1,8,1,West
10890,28921641,28539469,Maribyrnong,-37.79189,144.89253,Private room in apartment,Private room,3,42.0,0.89,t,9.0,8.0,t,Good,365,1,31,West
10891,29011441,122979750,Maribyrnong,-37.78156,144.85965,Entire house,Entire home/apt,13,234.0,0.99,t,9.0,10.0,t,Good,0,1,0,West
10892,29011860,122979750,Maribyrnong,-37.78106,144.86017,Entire house,Entire home/apt,8,204.0,0.99,t,10.0,10.0,t,Good,0,1,0,West
10893,29070437,219052550,Maribyrnong,-37.78191,144.89378,Entire apartment,Entire home/apt,6,121.0,1.0,t,10.0,10.0,t,Good,1,8,1,West
10894,29096470,122979750,Maribyrnong,-37.7862,144.85869,Entire house,Entire home/apt,10,228.0,0.99,t,9.0,10.0,t,Good,0,1,0,West
10895,29132950,32344183,Maribyrnong,-37.77596,144.85241,Private room in house,Private room,2,65.0,1.0,t,10.0,10.0,t,Good,7,8,7,West
10896,29179067,115288800,Maribyrnong,-37.79419,144.89964,Entire apartment,Entire home/apt,2,79.0,0.67,t,9.0,9.0,t,Good,263,3,31,West
10897,29221446,109301258,Maribyrnong,-37.80616,144.89091,Private room in house,Private room,2,65.0,1.0,t,10.0,10.0,t,Good,365,1,31,West
10898,29377424,97553541,Maribyrnong,-37.79758,144.90534,Private room in house,Private room,2,89.0,0.94,t,10.0,10.0,t,Good,186,3,31,West
10899,29439708,10975182,Maribyrnong,-37.81508,144.88879,Entire townhouse,Entire home/apt,2,115.0,0.87,t,10.0,10.0,t,Good,225,3,31,West
10900,29501436,222171125,Maribyrnong,-37.79968,144.87756,Entire townhouse,Entire home/apt,4,166.0,0.99,t,10.0,9.0,t,Good,348,1,31,West
10901,29502635,222171125,Maribyrnong,-37.79938,144.87744,Entire townhouse,Entire home/apt,6,171.0,0.99,t,9.0,10.0,t,Good,365,1,31,West
10902,29580200,77434406,Maribyrnong,-37.80247,144.89294,Entire apartment,Entire home/apt,2,138.0,0.97,t,10.0,10.0,t,Good,275,1,31,West
10903,29640722,6473929,Maribyrnong,-37.80185,144.89466,Entire house,Entire home/apt,5,163.0,0.5,t,10.0,10.0,t,Good,187,3,31,West
10904,29672504,222171125,Maribyrnong,-37.80055,144.8782,Entire townhouse,Entire home/apt,6,142.0,0.99,t,10.0,10.0,t,Good,255,3,31,West
10905,30090732,107071052,Maribyrnong,-37.80707,144.88709,Entire guesthouse,Entire home/apt,2,96.0,1.0,t,10.0,10.0,t,Good,5,11,5,West
10906,30098294,56306375,Maribyrnong,-37.82158,144.88883,Entire guesthouse,Entire home/apt,2,105.0,0.93,t,10.0,10.0,t,Good,187,3,31,West
10907,30355091,65527701,Maribyrnong,-37.79698,144.8913,Private room in house,Private room,2,50.0,0.63,f,8.0,9.0,f,Average,275,1,31,West
10908,30489989,143066648,Maribyrnong,-37.80103,144.86437,Private room in townhouse,Private room,2,35.0,0.96,t,10.0,10.0,t,Good,365,1,31,West
10909,30511797,71396690,Maribyrnong,-37.79831,144.89754,Entire apartment,Entire home/apt,4,142.0,0.95,t,10.0,10.0,t,Good,0,1,0,West
10910,30589523,69874002,Maribyrnong,-37.80127,144.88101,Private room in townhouse,Private room,2,43.0,0.97,t,8.0,10.0,t,Good,365,1,31,West
10911,30715800,69874002,Maribyrnong,-37.80074,144.87978,Private room in townhouse,Private room,2,40.0,0.97,t,8.0,9.0,t,Good,365,1,31,West
